run_id,seed,test_ratio,negative_strategy,negatives_per_source,k,algorithm,sources_evaluated,precision_at_k,hit_rate_at_k,mrr,positive_candidates,negative_candidates,runtime_seconds
seed13_degree_matched,13,0.2,degree_matched,100,5,common_neighbors,3728,0.139109,0.432672,0.29403,20867,372800,0.406489
seed13_degree_matched,13,0.2,degree_matched,100,10,common_neighbors,3728,0.120681,0.54882,0.29403,20867,372800,0.406489
seed13_degree_matched,13,0.2,degree_matched,100,20,common_neighbors,3728,0.102682,0.664431,0.29403,20867,372800,0.406489
seed13_degree_matched,13,0.2,degree_matched,100,1,jaccard,3728,0.211373,0.211373,0.332929,20867,372800,1.492194
seed13_degree_matched,13,0.2,degree_matched,100,3,jaccard,3728,0.182672,0.382511,0.332929,20867,372800,1.492194
seed13_degree_matched,13,0.2,degree_matched,100,5,jaccard,3728,0.165612,0.463519,0.332929,20867,372800,1.492194
seed13_degree_matched,13,0.2,degree_matched,100,10,jaccard,3728,0.140236,0.570279,0.332929,20867,372800,1.492194
seed13_degree_matched,13,0.2,degree_matched,100,20,jaccard,3728,0.113707,0.668723,0.332929,20867,372800,1.492194
seed13_degree_matched,13,0.2,degree_matched,100,1,adamic_adar,3728,0.174356,0.174356,0.301004,20867,372800,0.630189
seed13_degree_matched,13,0.2,degree_matched,100,3,adamic_adar,3728,0.152003,0.343348,0.301004,20867,372800,0.630189
seed13_degree_matched,13,0.2,degree_matched,100,5,adamic_adar,3728,0.141738,0.440719,0.301004,20867,372800,0.630189
seed13_degree_matched,13,0.2,degree_matched,100,10,adamic_adar,3728,0.124088,0.564378,0.301004,20867,372800,0.630189
seed13_degree_matched,13,0.2,degree_matched,100,20,adamic_adar,3728,0.104238,0.672747,0.301004,20867,372800,0.630189
seed13_degree_matched,13,0.2,degree_matched,100,1,personalized_pagerank,3728,0.163895,0.163895,0.289703,20867,372800,13.111346
seed13_degree_matched,13,0.2,degree_matched,100,3,personalized_pagerank,3728,0.143598,0.334496,0.289703,20867,372800,13.111346
seed13_degree_matched,13,0.2,degree_matched,100,5,personalized_pagerank,3728,0.129185,0.422479,0.289703,20867,372800,13.111346
seed13_degree_matched,13,0.2,degree_matched,100,10,personalized_pagerank,3728,0.1103,0.541309,0.289703,20867,372800,13.111346
seed13_degree_matched,13,0.2,degree_matched,100,20,personalized_pagerank,3728,0.092275,0.672747,0.289703,20867,372800,13.111346
seed13_degree_matched,13,0.2,degree_matched,100,1,resource_allocation,3728,0.183476,0.183476,0.305881,20867,372800,0.570412
seed13_degree_matched,13,0.2,degree_matched,100,3,resource_allocation,3728,0.154238,0.343348,0.305881,20867,372800,0.570412
seed13_degree_matched,13,0.2,degree_matched,100,5,resource_allocation,3728,0.142328,0.4375,0.305881,20867,372800,0.570412
seed13_degree_matched,13,0.2,degree_matched,100,10,resource_allocation,3728,0.125939,0.565987,0.305881,20867,372800,0.570412
seed13_degree_matched,13,0.2,degree_matched,100,20,resource_allocation,3728,0.104802,0.674893,0.305881,20867,372800,0.570412
seed13_degree_matched,13,0.2,degree_matched,100,1,preferential_attachment,3728,0.049356,0.049356,0.137432,20867,372800,0.154268
seed13_degree_matched,13,0.2,degree_matched,100,3,preferential_attachment,3728,0.048462,0.125,0.137432,20867,372800,0.154268
seed13_degree_matched,13,0.2,degree_matched,100,5,preferential_attachment,3728,0.049142,0.192328,0.137432,20867,372800,0.154268
seed13_degree_matched,13,0.2,degree_matched,100,10,preferential_attachment,3728,0.050992,0.331545,0.137432,20867,372800,0.154268
seed13_degree_matched,13,0.2,degree_matched,100,20,preferential_attachment,3728,0.048753,0.49383,0.137432,20867,372800,0.154268
